0 1 66
0.1 1 66
0.2 1 66
0.3 1 66
0.4 1 66
0.5 1 66
0.6 1 66
0.7 1 66
0.8 1 66
0.9 1 66
1 1 66
1.1 1 66
1.2 1 66
1.3 1 66
1.4 1 66
1.5 1 66
1.6 1 66
1.7 1 66
1.8 1 66
1.9 1 66
2 1 66
2.1 1 66
2.2 1 66
2.3 1 66
2.4 1 66
2.5 1 66
2.6 1 66
2.7 1 66
2.8 1 66
2.9 1 66
3 1 66
3.1 1 66
3.2 1 66
3.3 1 66
3.4 1 66
3.5 1 66
3.6 1 66
3.7 1 66
3.8 1 66
3.9 1 66
4 1 66
4.1 1 66
4.2 1 66
4.3 1 66
4.4 1 66
4.5 1 66
4.6 1 66
4.7 1 66
4.8 1 66
4.9 1 66
5 1 66
5.1 1 66
5.2 1 66
5.3 1 66
5.4 1 66
5.5 1 66
5.6 1 66
5.7 1 66
5.8 1 66
5.9 1 66
6 1 66
6.1 1 66
6.2 1 66
6.3 1 66
6.4 1 66
6.5 1 66
6.6 1 66
6.7 1 66
6.8 1 66
6.9 1 66
7 1 66
7.1 1 66
7.2 1 66
7.3 1 66
7.4 1 66
7.5 1 66
7.6 1 66
7.7 1 66
7.8 1 66
7.9 1 66
8 1 66
8.1 1 66
8.2 1 66
8.3 1 66
8.4 1 66
8.5 1 66
8.6 1 66
8.7 1 66
8.8 1 66
8.9 1 66
9 1 66
9.1 1 66
9.2 1 66
9.3 1 66
9.4 1 66
9.5 1 66
9.6 1 66
9.7 1 66
9.8 1 66
9.9 1 66
